Complaint ID,Customer ID,Product,Complaint Category,Date Filed,Date Resolved,Status,Resolution Time (Days),Sentiment,Region
593654,82914,Customer Support Service,Delivery,18-11-2023,Unresolved,Unresolved,0,Neutral,Chandigarh
648248,31091,Digital Scale,Service,04-03-2024,10-03-2024 00:00,Resolved,6,Neutral,Tamil Nadu
542956,30096,Home Security System,Service,09-06-2024,26-06-2024 00:00,Resolved,17,Neutral,Dadra and Nagar Haveli and Daman and Diu
372128,19379,Home Security System,Service,31-12-2023,Unresolved,Unresolved,0,Neutral,Tripura
424984,80225,Mobile Banking App,Delivery,12-02-2024,09-03-2024 00:00,Resolved,26,Neutral,Lakshadweep
117952,79145,Home Security System,Billing,27-09-2023,14-10-2023 00:00,Resolved,17,Neutral,Bihar
787925,29198,Personal Safe,Delivery,21-10-2023,07-11-2023 00:00,Resolved,17,Neutral,Delhi
217326,49654,Home Security System,Delivery,11-04-2024,Unresolved,Unresolved,0,Neutral,Assam
193043,55551,Personal Safe,Technical Support,13-08-2024,04-09-2024 00:00,Resolved,22,Positive,Puducherry
339958,42082,Mobile Banking App,Delivery,19-11-2023,18-12-2023 00:00,Resolved,29,Neutral,Daman and Diu
764141,67773,Insurance Plan,Delivery,18-11-2023,05-12-2023 00:00,Resolved,17,Neutral,Jammu and Kashmir
455748,62911,Weight Loss Program,Service,22-10-2023,12-11-2023 00:00,Resolved,21,Neutral,Bihar
820870,69079,Digital Scale,Product Quality,30-12-2023,Unresolved,Unresolved,0,Neutral,Ladakh
509751,16742,Mobile Banking App,Product Quality,10-12-2023,04-01-2024 00:00,Resolved,25,Neutral,Chhattisgarh
921032,76830,Personal Safe,Product Quality,07-03-2024,Unresolved,Unresolved,0,Neutral,Arunachal Pradesh
742788,11007,Fitness Tracker,Billing,28-12-2023,06-01-2024 00:00,Resolved,9,Neutral,Chandigarh
528390,41382,Weight Loss Program,Technical Support,02-05-2024,Unresolved,Unresolved,0,Positive,Assam
682631,50185,Home Security System,Product Quality,19-06-2024,Unresolved,Unresolved,0,Neutral,Mizoram
829417,30837,Cloud Storage,Technical Support,01-01-2024,17-01-2024 00:00,Resolved,16,Positive,Bihar
506743,71910,Mobile Banking App,Delivery,22-11-2023,Unresolved,Unresolved,0,Neutral,Dadra and Nagar Haveli and Daman and Diu
922907,26890,Fitness Tracker,Technical Support,30-12-2023,Unresolved,Unresolved,0,Positive,Chhattisgarh
304984,81181,Drone Delivery Service,Product Quality,21-04-2024,Unresolved,Unresolved,0,Neutral,Punjab
242112,23102,Customer Support Service,Billing,10-11-2023,20-11-2023 00:00,Resolved,10,Neutral,Goa
965198,12300,Mobile Banking App,Delivery,01-03-2024,05-03-2024 00:00,Resolved,4,Neutral,Chhattisgarh
670918,49204,Digital Scale,Delivery,23-03-2024,17-04-2024 00:00,Resolved,25,Neutral,Gujarat
744782,26134,Customer Support Service,Technical Support,23-05-2024,11-06-2024 00:00,Resolved,19,Positive,Ladakh
539663,76779,Weight Loss Program,Service,23-12-2023,03-01-2024 00:00,Resolved,11,Neutral,Haryana
888552,69473,Cloud Storage,Service,20-08-2024,16-09-2024 00:00,Resolved,27,Neutral,Andhra Pradesh
835731,98200,Insurance Plan,Billing,08-05-2024,10-05-2024 00:00,Resolved,2,Neutral,Chhattisgarh
684549,11597,Personal Safe,Technical Support,13-09-2023,20-09-2023 00:00,Resolved,7,Positive,Rajasthan
307840,84822,Cloud Storage,Delivery,24-01-2024,17-02-2024 00:00,Resolved,24,Neutral,Arunachal Pradesh
223187,50485,Drone Delivery Service,Technical Support,20-08-2024,21-08-2024 00:00,Resolved,1,Positive,Meghalaya
723885,66141,Fitness Tracker,Product Quality,28-05-2024,09-06-2024 00:00,Resolved,12,Neutral,Assam
884909,75378,Digital Scale,Product Quality,13-10-2023,02-11-2023 00:00,Resolved,20,Neutral,Goa
121784,99643,Fitness Tracker,Delivery,13-04-2024,07-05-2024 00:00,Resolved,24,Neutral,Bihar
619378,83378,Cloud Storage,Technical Support,11-06-2024,06-07-2024 00:00,Resolved,25,Positive,Sikkim
267422,75424,Fitness Tracker,Billing,13-06-2024,02-07-2024 00:00,Resolved,19,Neutral,Chhattisgarh
472989,62467,Drone Delivery Service,Technical Support,02-05-2024,05-05-2024 00:00,Resolved,3,Positive,Andhra Pradesh
460061,45638,Drone Delivery Service,Delivery,14-07-2024,25-07-2024 00:00,Resolved,11,Neutral,Odisha
417941,90303,Home Security System,Service,22-07-2024,18-08-2024 00:00,Resolved,27,Neutral,Arunachal Pradesh
390388,80741,Mobile Banking App,Delivery,14-12-2023,Unresolved,Unresolved,0,Neutral,Telangana
984667,14576,Insurance Plan,Product Quality,13-06-2024,10-07-2024 00:00,Resolved,27,Neutral,Assam
745258,45043,Insurance Plan,Delivery,22-04-2024,Unresolved,Unresolved,0,Neutral,Haryana
715432,69856,Insurance Plan,Service,12-02-2024,17-02-2024 00:00,Resolved,5,Neutral,Bihar
850144,38914,Home Security System,Product Quality,17-06-2024,12-07-2024 00:00,Resolved,25,Neutral,Jharkhand
310595,28396,Customer Support Service,Billing,24-11-2023,30-11-2023 00:00,Resolved,6,Neutral,Chhattisgarh
805482,86651,Personal Safe,Billing,10-03-2024,Unresolved,Unresolved,0,Neutral,Kerala
668827,56357,Insurance Plan,Technical Support,16-07-2024,02-08-2024 00:00,Resolved,17,Positive,Goa
940653,53021,Mobile Banking App,Billing,09-12-2023,Unresolved,Unresolved,0,Neutral,Odisha
528097,30579,Drone Delivery Service,Technical Support,16-01-2024,06-02-2024 00:00,Resolved,21,Positive,Andaman and Nicobar Islands
406997,79902,Cloud Storage,Product Quality,07-04-2024,17-04-2024 00:00,Resolved,10,Neutral,Punjab
541491,64855,Cloud Storage,Billing,09-05-2024,16-05-2024 00:00,Resolved,7,Neutral,Meghalaya
946112,29181,Fitness Tracker,Service,14-10-2023,13-11-2023 00:00,Resolved,30,Neutral,Rajasthan
885321,75162,Fitness Tracker,Technical Support,07-05-2024,08-05-2024 00:00,Resolved,1,Positive,Maharashtra
370275,82294,Personal Safe,Billing,17-09-2023,Unresolved,Unresolved,0,Neutral,Sikkim
444156,90657,Cloud Storage,Product Quality,23-05-2024,20-06-2024 00:00,Resolved,28,Neutral,Delhi
507881,21121,Customer Support Service,Billing,17-02-2024,05-03-2024 00:00,Resolved,17,Neutral,Tamil Nadu
477749,29401,Customer Support Service,Technical Support,31-12-2023,13-01-2024 00:00,Resolved,13,Positive,Dadra and Nagar Haveli and Daman and Diu
722162,75371,Cloud Storage,Technical Support,12-01-2024,31-01-2024 00:00,Resolved,19,Positive,Telangana
734757,71182,Weight Loss Program,Service,09-05-2024,31-05-2024 00:00,Resolved,22,Neutral,West Bengal
790250,39204,Weight Loss Program,Product Quality,02-02-2024,27-02-2024 00:00,Resolved,25,Neutral,Tripura
640110,22977,Mobile Banking App,Billing,13-12-2023,27-12-2023 00:00,Resolved,14,Neutral,Daman and Diu
944645,87849,Cloud Storage,Technical Support,21-10-2023,09-11-2023 00:00,Resolved,19,Positive,Uttar Pradesh
340842,60013,Digital Scale,Product Quality,18-01-2024,11-02-2024 00:00,Resolved,24,Neutral,Goa
422539,31718,Home Security System,Product Quality,12-02-2024,09-03-2024 00:00,Resolved,26,Neutral,Uttarakhand
770869,86652,Customer Support Service,Technical Support,18-07-2024,21-07-2024 00:00,Resolved,3,Positive,Chhattisgarh
465300,67163,Weight Loss Program,Service,14-05-2024,19-05-2024 00:00,Resolved,5,Neutral,West Bengal
584845,76496,Drone Delivery Service,Product Quality,06-04-2024,19-04-2024 00:00,Resolved,13,Neutral,Jharkhand
490294,64905,Weight Loss Program,Technical Support,10-02-2024,Unresolved,Unresolved,0,Positive,Andaman and Nicobar Islands
770633,33880,Personal Safe,Technical Support,15-03-2024,02-04-2024 00:00,Resolved,18,Positive,Himachal Pradesh
765406,84068,Mobile Banking App,Technical Support,12-09-2023,12-10-2023 00:00,Resolved,30,Positive,Chandigarh
744654,97862,Personal Safe,Technical Support,07-11-2023,03-12-2023 00:00,Resolved,26,Positive,Jammu and Kashmir
960296,47154,Digital Scale,Product Quality,25-01-2024,20-02-2024 00:00,Resolved,26,Neutral,Dadra and Nagar Haveli and Daman and Diu
738037,30692,Drone Delivery Service,Billing,17-03-2024,11-04-2024 00:00,Resolved,25,Neutral,Puducherry
279547,43131,Digital Scale,Delivery,15-04-2024,20-04-2024 00:00,Resolved,5,Neutral,Lakshadweep
643470,69824,Drone Delivery Service,Technical Support,09-11-2023,13-11-2023 00:00,Resolved,4,Positive,Haryana
198333,74773,Insurance Plan,Billing,06-07-2024,27-07-2024 00:00,Resolved,21,Neutral,Delhi
990624,54602,Mobile Banking App,Billing,21-10-2023,19-11-2023 00:00,Resolved,29,Neutral,Karnataka
603833,85937,Fitness Tracker,Delivery,02-03-2024,30-03-2024 00:00,Resolved,28,Neutral,Puducherry
916589,42160,Drone Delivery Service,Service,20-12-2023,Unresolved,Unresolved,0,Neutral,Tamil Nadu
214011,54861,Drone Delivery Service,Service,05-02-2024,22-02-2024 00:00,Resolved,17,Neutral,Jammu and Kashmir
347330,45730,Cloud Storage,Service,07-06-2024,12-06-2024 00:00,Resolved,5,Neutral,Dadra and Nagar Haveli and Daman and Diu
974934,14930,Personal Safe,Product Quality,08-08-2024,31-08-2024 00:00,Resolved,23,Neutral,Ladakh
437932,91732,Mobile Banking App,Delivery,02-03-2024,25-03-2024 00:00,Resolved,23,Neutral,Kerala
504613,65612,Customer Support Service,Product Quality,16-06-2024,17-06-2024 00:00,Resolved,1,Neutral,Goa
155795,37240,Weight Loss Program,Billing,13-07-2024,20-07-2024 00:00,Resolved,7,Neutral,Delhi
453883,40964,Fitness Tracker,Billing,06-02-2024,08-02-2024 00:00,Resolved,2,Neutral,Gujarat
469577,49054,Cloud Storage,Service,02-02-2024,Unresolved,Unresolved,0,Neutral,Punjab
328471,22638,Insurance Plan,Billing,18-06-2024,11-07-2024 00:00,Resolved,23,Neutral,Haryana
695390,28521,Home Security System,Product Quality,28-11-2023,11-12-2023 00:00,Resolved,13,Neutral,Karnataka
244195,10692,Home Security System,Delivery,12-08-2024,25-08-2024 00:00,Resolved,13,Neutral,Himachal Pradesh
600371,75503,Insurance Plan,Delivery,21-07-2024,Unresolved,Unresolved,0,Neutral,Nagaland
827477,95638,Mobile Banking App,Billing,25-05-2024,09-06-2024 00:00,Resolved,15,Neutral,Manipur
963917,34479,Mobile Banking App,Service,29-07-2024,10-08-2024 00:00,Resolved,12,Neutral,Punjab
535828,33382,Personal Safe,Service,04-09-2023,20-09-2023 00:00,Resolved,16,Neutral,Rajasthan
817964,65342,Drone Delivery Service,Billing,25-11-2023,Unresolved,Unresolved,0,Neutral,Delhi
664159,15051,Mobile Banking App,Technical Support,19-12-2023,21-12-2023 00:00,Resolved,2,Positive,Sikkim
448071,85732,Insurance Plan,Billing,09-07-2024,30-07-2024 00:00,Resolved,21,Neutral,Puducherry
505119,72595,Personal Safe,Technical Support,18-05-2024,Unresolved,Unresolved,0,Positive,Tamil Nadu
478908,79315,Weight Loss Program,Technical Support,26-11-2023,17-12-2023 00:00,Resolved,21,Positive,West Bengal
290210,54422,Mobile Banking App,Delivery,02-05-2024,18-05-2024 00:00,Resolved,16,Neutral,Telangana
344633,35996,Drone Delivery Service,Product Quality,28-08-2024,Unresolved,Unresolved,0,Neutral,Lakshadweep
843649,97687,Personal Safe,Service,19-02-2024,Unresolved,Unresolved,0,Neutral,Tripura
532765,89064,Fitness Tracker,Product Quality,25-10-2023,30-10-2023 00:00,Resolved,5,Neutral,Delhi
937505,37665,Cloud Storage,Billing,04-11-2023,05-11-2023 00:00,Resolved,1,Neutral,Uttar Pradesh
667876,80444,Personal Safe,Service,06-09-2023,21-09-2023 00:00,Resolved,15,Neutral,Jammu and Kashmir
115782,63410,Weight Loss Program,Service,13-05-2024,06-06-2024 00:00,Resolved,24,Neutral,Uttarakhand
284250,34684,Drone Delivery Service,Service,08-05-2024,11-05-2024 00:00,Resolved,3,Neutral,Dadra and Nagar Haveli and Daman and Diu
878132,17300,Digital Scale,Technical Support,28-10-2023,30-10-2023 00:00,Resolved,2,Positive,West Bengal
301631,22053,Home Security System,Service,17-01-2024,03-02-2024 00:00,Resolved,17,Neutral,Puducherry
955413,33158,Insurance Plan,Billing,19-11-2023,21-11-2023 00:00,Resolved,2,Neutral,Andaman and Nicobar Islands
622350,73404,Personal Safe,Product Quality,18-07-2024,03-08-2024 00:00,Resolved,16,Neutral,Ladakh
680037,76537,Weight Loss Program,Service,26-05-2024,06-06-2024 00:00,Resolved,11,Neutral,Chandigarh
947370,71413,Digital Scale,Delivery,19-09-2023,Unresolved,Unresolved,0,Neutral,Tamil Nadu
506233,12961,Drone Delivery Service,Service,09-12-2023,Unresolved,Unresolved,0,Neutral,Dadra and Nagar Haveli and Daman and Diu
960566,18409,Digital Scale,Delivery,02-08-2024,15-08-2024 00:00,Resolved,13,Neutral,Tripura
865841,64887,Drone Delivery Service,Delivery,24-12-2023,Unresolved,Unresolved,0,Neutral,Lakshadweep
972664,78967,Fitness Tracker,Service,01-01-2024,12-01-2024 00:00,Resolved,11,Neutral,Himachal Pradesh
164299,65533,Digital Scale,Product Quality,24-04-2024,08-05-2024 00:00,Resolved,14,Neutral,Karnataka
304088,92240,Customer Support Service,Technical Support,14-02-2024,Unresolved,Unresolved,0,Positive,Odisha
651292,57318,Customer Support Service,Service,28-05-2024,21-06-2024 00:00,Resolved,24,Neutral,Kerala
560413,14913,Home Security System,Technical Support,14-11-2023,06-12-2023 00:00,Resolved,22,Positive,Nagaland
414155,45553,Customer Support Service,Service,11-03-2024,03-04-2024 00:00,Resolved,23,Neutral,Madhya Pradesh
687799,38376,Mobile Banking App,Technical Support,07-04-2024,Unresolved,Unresolved,0,Positive,Jharkhand
266990,89574,Drone Delivery Service,Product Quality,13-10-2023,Unresolved,Unresolved,0,Neutral,Maharashtra
526924,89565,Home Security System,Billing,18-04-2024,Unresolved,Unresolved,0,Neutral,Kerala
769587,19057,Weight Loss Program,Billing,25-05-2024,11-06-2024 00:00,Resolved,17,Neutral,Manipur
128204,75809,Drone Delivery Service,Product Quality,12-04-2024,17-04-2024 00:00,Resolved,5,Neutral,Bihar
616063,49759,Cloud Storage,Technical Support,24-12-2023,19-01-2024 00:00,Resolved,26,Positive,West Bengal
711908,74408,Customer Support Service,Delivery,14-02-2024,23-02-2024 00:00,Resolved,9,Neutral,Rajasthan
639005,92658,Fitness Tracker,Service,07-01-2024,13-01-2024 00:00,Resolved,6,Neutral,Andaman and Nicobar Islands
399237,54816,Weight Loss Program,Service,26-01-2024,04-02-2024 00:00,Resolved,9,Neutral,Maharashtra
121083,94680,Mobile Banking App,Service,03-12-2023,10-12-2023 00:00,Resolved,7,Neutral,Chandigarh
200868,81973,Customer Support Service,Billing,31-12-2023,11-01-2024 00:00,Resolved,11,Neutral,Karnataka
999409,74698,Fitness Tracker,Product Quality,01-12-2023,Unresolved,Unresolved,0,Neutral,Dadra and Nagar Haveli and Daman and Diu
362696,48254,Digital Scale,Billing,31-08-2023,Unresolved,Unresolved,0,Neutral,Odisha
345669,40775,Drone Delivery Service,Service,31-05-2024,17-06-2024 00:00,Resolved,17,Neutral,Lakshadweep
505430,43166,Cloud Storage,Delivery,02-11-2023,Unresolved,Unresolved,0,Neutral,Manipur
116733,61197,Weight Loss Program,Technical Support,05-01-2024,06-01-2024 00:00,Resolved,1,Positive,Delhi
964784,27929,Fitness Tracker,Technical Support,15-02-2024,16-02-2024 00:00,Resolved,1,Positive,Lakshadweep
440587,63840,Drone Delivery Service,Service,21-03-2024,13-04-2024 00:00,Resolved,23,Neutral,Puducherry
784655,72244,Digital Scale,Technical Support,16-01-2024,Unresolved,Unresolved,0,Positive,Daman and Diu
377891,93809,Cloud Storage,Product Quality,02-07-2024,Unresolved,Unresolved,0,Neutral,Jammu and Kashmir
123770,89341,Fitness Tracker,Product Quality,18-11-2023,23-11-2023 00:00,Resolved,5,Neutral,Tamil Nadu
938426,51466,Customer Support Service,Technical Support,22-05-2024,20-06-2024 00:00,Resolved,29,Positive,Ladakh
570276,79075,Digital Scale,Delivery,29-01-2024,08-02-2024 00:00,Resolved,10,Neutral,Tripura
809982,49860,Home Security System,Product Quality,19-06-2024,29-06-2024 00:00,Resolved,10,Neutral,Arunachal Pradesh
387573,74221,Digital Scale,Product Quality,10-05-2024,Unresolved,Unresolved,0,Neutral,Meghalaya
463872,91309,Mobile Banking App,Delivery,05-05-2024,01-06-2024 00:00,Resolved,27,Neutral,Assam
348737,62094,Drone Delivery Service,Billing,24-11-2023,15-12-2023 00:00,Resolved,21,Neutral,Mizoram
308025,78537,Insurance Plan,Product Quality,01-01-2024,10-01-2024 00:00,Resolved,9,Neutral,Bihar
652331,33050,Cloud Storage,Product Quality,11-11-2023,10-12-2023 00:00,Resolved,29,Neutral,Rajasthan
285420,10452,Personal Safe,Billing,28-11-2023,Unresolved,Unresolved,0,Neutral,Chhattisgarh
701490,27810,Weight Loss Program,Product Quality,04-05-2024,31-05-2024 00:00,Resolved,27,Neutral,Sikkim
372638,72203,Weight Loss Program,Delivery,26-11-2023,Unresolved,Unresolved,0,Neutral,Goa
272423,12117,Digital Scale,Product Quality,14-02-2024,02-03-2024 00:00,Resolved,17,Neutral,Haryana
630429,90234,Insurance Plan,Service,07-03-2024,29-03-2024 00:00,Resolved,22,Neutral,Gujarat
781139,79929,Insurance Plan,Technical Support,23-11-2023,02-12-2023 00:00,Resolved,9,Positive,Himachal Pradesh
307219,20394,Mobile Banking App,Billing,24-11-2023,14-12-2023 00:00,Resolved,20,Neutral,Jammu and Kashmir
295928,80077,Cloud Storage,Delivery,02-07-2024,Unresolved,Unresolved,0,Neutral,Jharkhand
522290,16548,Home Security System,Billing,06-05-2024,08-05-2024 00:00,Resolved,2,Neutral,Delhi
773821,90612,Insurance Plan,Product Quality,23-12-2023,21-01-2024 00:00,Resolved,29,Neutral,Karnataka
714185,73738,Personal Safe,Service,11-10-2023,15-10-2023 00:00,Resolved,4,Neutral,Ladakh
556747,74995,Weight Loss Program,Delivery,12-05-2024,30-05-2024 00:00,Resolved,18,Neutral,Kerala
603009,72962,Customer Support Service,Technical Support,18-05-2024,01-06-2024 00:00,Resolved,14,Positive,Madhya Pradesh
841313,55016,Customer Support Service,Technical Support,23-12-2023,22-01-2024 00:00,Resolved,30,Positive,Madhya Pradesh
686296,36571,Insurance Plan,Delivery,05-01-2024,30-01-2024 00:00,Resolved,25,Neutral,Tamil Nadu
334320,36089,Weight Loss Program,Delivery,19-05-2024,17-06-2024 00:00,Resolved,29,Neutral,Maharashtra
929642,58712,Fitness Tracker,Technical Support,02-12-2023,27-12-2023 00:00,Resolved,25,Positive,Chhattisgarh
342699,15671,Fitness Tracker,Service,03-09-2023,Unresolved,Unresolved,0,Neutral,Manipur
647170,88497,Personal Safe,Delivery,27-01-2024,Unresolved,Unresolved,0,Neutral,Chandigarh
990835,74052,Mobile Banking App,Delivery,10-10-2023,Unresolved,Unresolved,0,Neutral,Meghalaya
380716,62430,Insurance Plan,Technical Support,17-06-2024,19-06-2024 00:00,Resolved,2,Positive,Punjab
187483,61540,Home Security System,Technical Support,25-07-2024,13-08-2024 00:00,Resolved,19,Positive,Mizoram
107287,88417,Customer Support Service,Technical Support,02-11-2023,22-11-2023 00:00,Resolved,20,Positive,Daman and Diu
122412,72378,Cloud Storage,Billing,16-01-2024,27-01-2024 00:00,Resolved,11,Neutral,Nagaland
700115,93834,Mobile Banking App,Billing,18-11-2023,Unresolved,Unresolved,0,Neutral,Andaman and Nicobar Islands
670603,26346,Fitness Tracker,Technical Support,26-09-2023,Unresolved,Unresolved,0,Positive,Odisha
846306,72107,Cloud Storage,Product Quality,22-01-2024,Unresolved,Unresolved,0,Neutral,Delhi
959643,82560,Weight Loss Program,Billing,12-02-2024,18-02-2024 00:00,Resolved,6,Neutral,Punjab
524129,19107,Personal Safe,Billing,01-07-2024,Unresolved,Unresolved,0,Neutral,Gujarat
512179,39813,Weight Loss Program,Service,03-04-2024,21-04-2024 00:00,Resolved,18,Neutral,Rajasthan
420112,12265,Customer Support Service,Service,27-12-2023,24-01-2024 00:00,Resolved,28,Neutral,Maharashtra
570206,27689,Digital Scale,Delivery,14-06-2024,09-07-2024 00:00,Resolved,25,Neutral,Sikkim
833155,23952,Fitness Tracker,Billing,28-06-2024,26-07-2024 00:00,Resolved,28,Neutral,Andhra Pradesh
361324,26112,Fitness Tracker,Service,27-10-2023,17-11-2023 00:00,Resolved,21,Neutral,Tamil Nadu
931323,77209,Insurance Plan,Product Quality,23-06-2024,16-07-2024 00:00,Resolved,23,Neutral,Himachal Pradesh
782001,24072,Weight Loss Program,Technical Support,11-01-2024,21-01-2024 00:00,Resolved,10,Positive,Telangana
936257,97409,Mobile Banking App,Product Quality,10-12-2023,02-01-2024 00:00,Resolved,23,Neutral,Uttarakhand
303851,66489,Home Security System,Delivery,31-05-2024,13-06-2024 00:00,Resolved,13,Neutral,Tripura
154001,58098,Drone Delivery Service,Service,10-02-2024,29-02-2024 00:00,Resolved,19,Neutral,Jharkhand
576058,88557,Personal Safe,Product Quality,04-12-2023,Unresolved,Unresolved,0,Neutral,Uttar Pradesh
386435,27812,Digital Scale,Technical Support,24-10-2023,30-10-2023 00:00,Resolved,6,Positive,Tripura
739429,42084,Home Security System,Product Quality,22-12-2023,09-01-2024 00:00,Resolved,18,Neutral,Uttarakhand
180584,86863,Insurance Plan,Delivery,08-07-2024,03-08-2024 00:00,Resolved,26,Neutral,Meghalaya
592602,22300,Customer Support Service,Product Quality,18-04-2024,Unresolved,Unresolved,0,Neutral,West Bengal
958175,83435,Mobile Banking App,Delivery,01-12-2023,20-12-2023 00:00,Resolved,19,Neutral,Mizoram
907246,95240,Personal Safe,Service,18-06-2024,29-06-2024 00:00,Resolved,11,Neutral,Andaman and Nicobar Islands
703335,49646,Personal Safe,Billing,22-10-2023,10-11-2023 00:00,Resolved,19,Neutral,Assam
395329,52214,Cloud Storage,Product Quality,04-12-2023,13-12-2023 00:00,Resolved,9,Neutral,Chandigarh
945740,58561,Digital Scale,Technical Support,01-02-2024,Unresolved,Unresolved,0,Positive,Bihar
443456,98190,Personal Safe,Billing,01-07-2024,02-07-2024 00:00,Resolved,1,Neutral,Dadra and Nagar Haveli and Daman and Diu
465822,80417,Fitness Tracker,Billing,30-08-2023,28-09-2023 00:00,Resolved,29,Neutral,Punjab
159104,27288,Mobile Banking App,Technical Support,24-02-2024,10-03-2024 00:00,Resolved,15,Positive,Lakshadweep
662710,12715,Home Security System,Delivery,02-07-2024,10-07-2024 00:00,Resolved,8,Neutral,Daman and Diu
608432,76920,Personal Safe,Product Quality,02-06-2024,26-06-2024 00:00,Resolved,24,Neutral,Delhi
142079,72581,Customer Support Service,Technical Support,20-09-2023,12-10-2023 00:00,Resolved,22,Positive,Gujarat
747382,77701,Digital Scale,Service,02-09-2023,12-09-2023 00:00,Resolved,10,Neutral,Puducherry
146094,70830,Customer Support Service,Delivery,29-08-2023,05-09-2023 00:00,Resolved,7,Neutral,Rajasthan
126068,35426,Mobile Banking App,Product Quality,15-10-2023,08-11-2023 00:00,Resolved,24,Neutral,Jammu and Kashmir
778073,69906,Drone Delivery Service,Technical Support,14-11-2023,24-11-2023 00:00,Resolved,10,Positive,Tripura
178827,35836,Cloud Storage,Technical Support,30-11-2023,Unresolved,Unresolved,0,Positive,Ladakh
495258,35193,Personal Safe,Delivery,29-05-2024,26-06-2024 00:00,Resolved,28,Neutral,Uttar Pradesh
632028,19972,Home Security System,Delivery,01-02-2024,27-02-2024 00:00,Resolved,26,Neutral,Arunachal Pradesh
590892,19636,Mobile Banking App,Service,27-11-2023,17-12-2023 00:00,Resolved,20,Neutral,Dadra and Nagar Haveli and Daman and Diu
703008,83408,Personal Safe,Product Quality,16-09-2023,Unresolved,Unresolved,0,Neutral,Assam
959378,75162,Personal Safe,Delivery,25-01-2024,09-02-2024 00:00,Resolved,15,Neutral,Daman and Diu
952409,23346,Weight Loss Program,Service,19-10-2023,21-10-2023 00:00,Resolved,2,Neutral,Bihar
178637,56921,Cloud Storage,Billing,06-12-2023,24-12-2023 00:00,Resolved,18,Neutral,Puducherry
541798,25111,Digital Scale,Product Quality,22-05-2024,Unresolved,Unresolved,0,Neutral,Chhattisgarh
274889,79157,Weight Loss Program,Technical Support,06-11-2023,27-11-2023 00:00,Resolved,21,Positive,Odisha
561869,72892,Personal Safe,Product Quality,12-10-2023,Unresolved,Unresolved,0,Neutral,Goa
105368,61420,Digital Scale,Technical Support,01-04-2024,18-04-2024 00:00,Resolved,17,Positive,Arunachal Pradesh
797666,55491,Home Security System,Technical Support,29-11-2023,26-12-2023 00:00,Resolved,27,Positive,Gujarat
207193,47452,Digital Scale,Technical Support,10-11-2023,10-12-2023 00:00,Resolved,30,Positive,Andhra Pradesh
744211,75411,Cloud Storage,Service,17-01-2024,03-02-2024 00:00,Resolved,17,Neutral,Haryana
914345,15274,Home Security System,Product Quality,19-02-2024,04-03-2024 00:00,Resolved,14,Neutral,Karnataka
717107,81769,Fitness Tracker,Technical Support,24-03-2024,Unresolved,Unresolved,0,Positive,Himachal Pradesh
177506,20982,Fitness Tracker,Delivery,20-11-2023,18-12-2023 00:00,Resolved,28,Neutral,Kerala
601052,22615,Personal Safe,Product Quality,04-06-2024,06-06-2024 00:00,Resolved,2,Neutral,Jharkhand
207366,90213,Drone Delivery Service,Billing,26-11-2023,19-12-2023 00:00,Resolved,23,Neutral,Tamil Nadu
275937,86128,Home Security System,Technical Support,04-10-2023,27-10-2023 00:00,Resolved,23,Positive,Karnataka
402266,13769,Weight Loss Program,Billing,05-06-2024,04-07-2024 00:00,Resolved,29,Neutral,Assam
723332,23875,Home Security System,Service,11-06-2024,Unresolved,Unresolved,0,Neutral,Kerala
512700,72971,Personal Safe,Service,08-09-2023,11-09-2023 00:00,Resolved,3,Neutral,Daman and Diu
357092,99555,Insurance Plan,Technical Support,12-02-2024,23-02-2024 00:00,Resolved,11,Positive,Madhya Pradesh
233286,85043,Weight Loss Program,Technical Support,12-09-2023,06-10-2023 00:00,Resolved,24,Positive,Goa
551178,66525,Drone Delivery Service,Product Quality,19-04-2024,Unresolved,Unresolved,0,Neutral,Maharashtra
122588,27288,Digital Scale,Billing,14-07-2024,25-07-2024 00:00,Resolved,11,Neutral,Jammu and Kashmir
744639,81457,Mobile Banking App,Technical Support,07-02-2024,Unresolved,Unresolved,0,Positive,Manipur
611665,39762,Personal Safe,Delivery,11-07-2024,20-07-2024 00:00,Resolved,9,Neutral,Haryana
344507,30383,Fitness Tracker,Delivery,24-07-2024,Unresolved,Unresolved,0,Neutral,Meghalaya
484880,19994,Cloud Storage,Product Quality,06-03-2024,20-03-2024 00:00,Resolved,14,Neutral,Nagaland
658680,25261,Weight Loss Program,Service,02-09-2023,22-09-2023 00:00,Resolved,20,Neutral,Mizoram
318799,42138,Personal Safe,Billing,02-11-2023,03-11-2023 00:00,Resolved,1,Neutral,Jharkhand
378744,28617,Home Security System,Product Quality,04-05-2024,16-05-2024 00:00,Resolved,12,Neutral,Nagaland
205335,49740,Cloud Storage,Product Quality,27-05-2024,03-06-2024 00:00,Resolved,7,Neutral,Punjab
517440,58731,Drone Delivery Service,Product Quality,10-12-2023,11-12-2023 00:00,Resolved,1,Neutral,Odisha
800923,63681,Fitness Tracker,Product Quality,12-04-2024,06-05-2024 00:00,Resolved,24,Neutral,Chandigarh
103574,27328,Fitness Tracker,Delivery,19-10-2023,09-11-2023 00:00,Resolved,21,Neutral,Punjab
586810,13423,Fitness Tracker,Product Quality,04-10-2023,30-10-2023 00:00,Resolved,26,Neutral,Chhattisgarh
